-11.98315, -76.96195, 
-11.98277, -76.96169, 
-11.98227, -76.96134, 
-11.98182, -76.96105, 
-11.98137, -76.96074, 
-11.98012, -76.95988, 
-11.97899, -76.95916, 
-11.97795, -76.95865, 
-11.97725, -76.95831, 
-11.97509, -76.95719, 
-11.97380, -76.95634, 
-11.97316, -76.95577, 
-11.97189, -76.95482, 
-11.97062, -76.95408, 
-11.96845, -76.95304, 
-11.96672, -76.95243, 
-11.96399, -76.95140, 
-11.96259, -76.95083, 
-11.96209, -76.95077, 
-11.96182, -76.95074, 
-11.95917, -76.95039, 
-11.95686, -76.95015, 
-11.95528, -76.95006, 
-11.95389, -76.95016, 
-11.95297, -76.95190, 
-11.95207, -76.95355, 
-11.95213, -76.95392, 
-11.95210, -76.95427, 
-11.95234, -76.95516, 
-11.95261, -76.95619, 
-11.95255, -76.95725, 
-11.95263, -76.95796, 
-11.95303, -76.95947, 
-11.95311, -76.96024, 
-11.95362, -76.96125, 
-11.95395, -76.96180, 
-11.95399, -76.96252, 
-11.95414, -76.96309, 
-11.95425, -76.96351, 
-11.95425, -76.96404, 
-11.95434, -76.96454, 
-11.95477, -76.96497, 
-11.95501, -76.96585, 
-11.95512, -76.96641, 
-11.95533, -76.96709, 
-11.95547, -76.96731, 
-11.95556, -76.96758, 
-11.95526, -76.96857, 
-11.95569, -76.97007, 
-11.95550, -76.97103, 
-11.95601, -76.97286, 
-11.95584, -76.97311, 
-11.95578, -76.97361, 
-11.95589, -76.97425, 
-11.95573, -76.97604, 
-11.95559, -76.97666, 
-11.96238, -76.98137, 
-11.95996, -76.98518, 
-11.95884, -76.98686, 
-11.96043, -76.98799, 
-11.96177, -76.98893, 
-11.96233, -76.98814, 
-11.96299, -76.98718, 
-11.96398, -76.98571, 
-11.96532, -76.98378, 
-11.96618, -76.98247, 
-11.96737, -76.98076, 
-11.96815, -76.97963, 
-11.96871, -76.97884, 
-11.96958, -76.97753, 
-11.97002, -76.97686, 
-11.97023, -76.97657, 
-11.97033, -76.97640, 
-11.97039, -76.97631, 
-11.97056, -76.97610, 
-11.97083, -76.97584, 
-11.97118, -76.97541, 
-11.97147, -76.97507, 
-11.97165, -76.97483, 
-11.97182, -76.97468, 
-11.97202, -76.97443, 
-11.97253, -76.97389, 
-11.97313, -76.97322, 
-11.97323, -76.97304, 
-11.97350, -76.97276, 
-11.97372, -76.97255, 
-11.97381, -76.97245, 
-11.97391, -76.97229, 
-11.97401, -76.97220, 
-11.97410, -76.97211, 
-11.97421, -76.97202, 
-11.97429, -76.97191, 
-11.97439, -76.97177, 
-11.97457, -76.97161, 
-11.97483, -76.97129, 
-11.97504, -76.97108, 
-11.97528, -76.97081, 
-11.97539, -76.97067, 
-11.97550, -76.97055, 
-11.97574, -76.97027, 
-11.97586, -76.97015, 
-11.97603, -76.96996, 
-11.97638, -76.96956, 
-11.97718, -76.96866, 
-11.97744, -76.96837, 
-11.97766, -76.96812, 
-11.97794, -76.96780, 
-11.97818, -76.96755, 
-11.97890, -76.96669, 
-11.97943, -76.96612, 
-11.97969, -76.96585, 
-11.97984, -76.96566, 
-11.98006, -76.96542, 
-11.98024, -76.96523, 
-11.98038, -76.96505, 
-11.98050, -76.96493, 
-11.98066, -76.96474, 
-11.98092, -76.96445, 
-11.98108, -76.96425, 
-11.98130, -76.96402, 
-11.98155, -76.96373, 
-11.98175, -76.96351, 
-11.98209, -76.96314, 
-11.98224, -76.96296, 
-11.98251, -76.96265, 
-11.98269, -76.96246, 
-11.98278, -76.96236, 
-11.98290, -76.96223, 
-11.98299, -76.96213, 
-11.98308, -76.96201, 
-11.98313, -76.96197, 
