-12.02646, -77.02208, 
-12.02654, -77.02206, 
-12.02664, -77.02203, 
-12.02674, -77.02202, 
-12.02684, -77.02218, 
-12.02697, -77.02218, 
-12.02712, -77.02230, 
-12.02759, -77.02247, 
-12.02776, -77.02238, 
-12.02783, -77.02235, 
-12.02802, -77.02234, 
-12.02811, -77.02233, 
-12.02831, -77.02212, 
-12.02862, -77.02184, 
-12.02912, -77.02147, 
-12.02944, -77.02121, 
-12.02976, -77.02092, 
-12.03011, -77.02074, 
-12.03031, -77.02040, 
-12.03042, -77.02020, 
-12.03054, -77.02007, 
-12.03084, -77.01994, 
-12.03095, -77.01982, 
-12.03109, -77.01971, 
-12.03123, -77.01954, 
-12.03141, -77.01949, 
-12.03158, -77.01943, 
-12.03186, -77.01936, 
-12.03204, -77.01924, 
-12.03217, -77.01912, 
-12.03264, -77.01890, 
-12.03293, -77.01874, 
-12.03320, -77.01862, 
-12.03356, -77.01844, 
-12.03383, -77.01813, 
-12.03418, -77.01775, 
-12.03442, -77.01766, 
-12.03466, -77.01772, 
-12.03513, -77.01781, 
-12.03541, -77.01782, 
-12.03564, -77.01770, 
-12.03575, -77.01755, 
-12.03587, -77.01734, 
-12.03602, -77.01707, 
-12.03611, -77.01689, 
-12.03618, -77.01666, 
-12.03615, -77.01647, 
-12.03623, -77.01617, 
-12.03628, -77.01588, 
-12.03650, -77.01560, 
-12.03653, -77.01540, 
-12.03661, -77.01521, 
-12.03672, -77.01516, 
-12.03673, -77.01505, 
-12.03677, -77.01504, 
-12.03680, -77.01497, 
-12.03678, -77.01489, 
-12.03687, -77.01478, 
-12.03686, -77.01474, 
-12.03693, -77.01457, 
-12.03689, -77.01454, 
-12.03689, -77.01447, 
-12.03687, -77.01444, 
-12.03693, -77.01428, 
-12.03690, -77.01420, 
-12.03697, -77.01403, 
-12.03698, -77.01394, 
-12.03715, -77.01392, 
-12.03713, -77.01379, 
-12.03728, -77.01286, 
-12.03637, -77.01258, 
-12.03566, -77.01245, 
-12.03486, -77.01229, 
-12.03418, -77.01216, 
-12.03342, -77.01196, 
-12.03288, -77.01202, 
-12.03146, -77.01224, 
-12.03014, -77.01202, 
-12.02861, -77.01163, 
-12.02701, -77.01080, 
-12.02574, -77.01009, 
-12.02502, -77.01080, 
-12.02499, -77.01121, 
-12.02460, -77.01121, 
-12.02459, -77.01399, 
-12.02555, -77.01399, 
-12.02570, -77.01516, 
-12.02623, -77.01969, 
-12.02638, -77.01995, 
-12.02629, -77.02012, 
-12.02590, -77.02015, 
-12.02588, -77.02034, 
-12.02608, -77.02101, 
-12.02616, -77.02171, 
-12.02642, -77.02203, 
