-11.99963, -77.01602, 
-11.99964, -77.01602, 
-12.00026, -77.01605, 
-12.00024, -77.01552, 
-12.00028, -77.01548, 
-12.00152, -77.01583, 
-12.00165, -77.01542, 
-12.00286, -77.01571, 
-12.00303, -77.01562, 
-12.00325, -77.01539, 
-12.00350, -77.01510, 
-12.00379, -77.01471, 
-12.00385, -77.01458, 
-12.00391, -77.01441, 
-12.00396, -77.01424, 
-12.00397, -77.01402, 
-12.00394, -77.01395, 
-12.00386, -77.01364, 
-12.00377, -77.01337, 
-12.00373, -77.01325, 
-12.00367, -77.01311, 
-12.00366, -77.01299, 
-12.00415, -77.01278, 
-12.00412, -77.01270, 
-12.00404, -77.01235, 
-12.00401, -77.01219, 
-12.00594, -77.01154, 
-12.00691, -77.01122, 
-12.00747, -77.01099, 
-12.00765, -77.01101, 
-12.00790, -77.01090, 
-12.00796, -77.01048, 
-12.00786, -77.01003, 
-12.00738, -77.00903, 
-12.00696, -77.00808, 
-12.00634, -77.00680, 
-12.00599, -77.00598, 
-12.00459, -77.00690, 
-12.00321, -77.00772, 
-12.00236, -77.00822, 
-12.00137, -77.00851, 
-12.00018, -77.00882, 
-11.99838, -77.00933, 
-11.99724, -77.00965, 
-11.99724, -77.00967, 
-11.99730, -77.00993, 
-11.99741, -77.01024, 
-11.99772, -77.01119, 
-11.99807, -77.01215, 
-11.99826, -77.01267, 
-11.99858, -77.01371, 
-11.99876, -77.01447, 
-11.99892, -77.01526, 
-11.99908, -77.01603, 
-11.99959, -77.01602, 
